ID,Real_name,User_name,Active_social_media,Year_of_starting,Top_skills,Years_of_experience,Collaboration,YouTube_link,Industry,Does_live,Brand_affinity,Profile_photo,Subscribers,No_of_videos
1,"Tanmay Singh",@scoutop,1,"2018-08-26 00:00:00","Adaptability, Teamwork, Strategic Thinking",6,"Tech Reviews,Energy drink reviews",https://www.youtube.com/@sc0utOP,Gaming,1,1,1,4880000,1373
