ID,Name,AliasName,Gender,Location,State,Pincode,Single_creator,Type_of_creator,Platforms,Active_platforms,Industry_type,Language,Creator_organization,Youtube_user_name,Instagram_user_name,Youtube_link,Instagram_link
1,"Tanmay Singh",Scout,Male,"Valsad india",Gujrat,396001,Yes,Gamer,"Instagram / Youtube",2,Gaming,Hindi,S8UL,@sc0utOP,scoutop,https://www.youtube.com/@sc0utOP,https://www.instagram.com/scoutop
