ID,Self_brand_promotion_video,Brand_partnership,Age_restriction,max_video_quality,Video_title,Video_category,Monetization,video_type,Posting_date,Video_of_influencer,Links_present,Video_duration,Subtitles_present,Video_language,No_of_comments,Mentions,Hashtags,No_of_likes,Does_post_include_others_social_media_details,no_of_views,video_link,sponsor_name,video_contains_Pramotion,Content_type
1,0,0,0,1440p,"Day 1/75 | PLAYING CYBERPUNK | BGMI CRATE OPENING DONE | Scout Is Live",Gaming,1,Livestream,2023-12-28,1,1,03:07:36,0,Hindi,62,,"#Bgmi #Scout #Pubg #Nostalgia",28449,1,310233,https://www.youtube.com/live/TY6kQQn9MGM?si=bUtfbFngPCnOyZzk,,0,Game
2,1,1,0,1080p,"EPIC 21 Finishes WWCD In SCRIMS | Solo 7 Finishes",Gaming,1,Longvideo,2023-12-26,1,1,00:07:34,0,Hindi,173,,#Partnership,11017,1,96106,https://youtu.be/M9lpk4eyTvc?si=ifOu3HaPCAAiPLxX,MamaEarth,1,Game
3,0,0,0,1080p,"CRAZY 1v4 In SCHOOL APARTMENTS",Gaming,1,Shortvideo,2023-12-31,1,1,00:00:53,0,Hindi,46,,"#shorts #bgmi #gamingp",10483,1,66596,https://youtube.com/shorts/722nam8C3Tw?si=4J4BrzIiczr1Elmd,,0,Game
4,0,0,0,1440p,"5/75 || THE FINALS || WELCOME TO 2024 || Sc0ut is LIVE | BGMI DONE",Gaming,1,Livestream,2024-01-01,1,1,05:20:02,0,Hindi,32,,"Bgmi,Scout,Pubg,Nostalgia",30728,1,393301,https://www.youtube.com/live/qqzXwAsVNV0?si=xRzL_v6SReOIiJo9,,0,Game
5,0,0,0,1080p,"SOLO 7 KILLS IN SCRIMS | EPIC 1v1 IN THE END",Gaming,1,Longvideo,2023-12-16,1,1,00:07:53,0,Hindi,243,,"scout,bgmi,gaming,pubg,scrims",12114,1,125169,https://youtu.be/S1_xFoJ19Wk?si=VN5D6tLBN1gVbYY7,,0,Game
6,0,0,0,1080p,"*LUCKIEST* UMP GLACIER CRATE OPENING",Gaming,1,Shortvideo,2023-12-30,1,1,00:00:53,0,Hindi,36,," #shorts #bgmi #gaming",10078,1,51901,https://youtube.com/shorts/KhTmvQ7QukE?si=g5B64lS5XvBjVY2L,,0,Game
7,0,0,0,1440p,"Day 4/75 | GETTING INTO NEW YEAR 🎉",Gaming,1,Livestream,2023-12-31,1,1,02:25:50,0,Hindi,87,," #shorts #bgmi #gaming",20752,1,217426,https://www.youtube.com/live/ao8j17y4MvY?si=zYz8Iss__wJ19hEJ,,0,Game
8,0,0,0,1080p,"SOLO Vikendi WIN & INTENSE Miramar Play In SCRIMS",Gaming,1,Longvideo,2023-12-13,1,1,00:07:55,0,Hindi,400,," #shorts #bgmi #gaming",20110,1,191417,https://youtu.be/T_EvB4nv6OE?si=CzNujHafJoOms45g,,0,Game
9,0,0,0,1080p,"X-SUIT, RANVEER SINGH VOICE PACK & SCAR-L CRATE OPENING | *CRAZY*",Gaming,1,Longvideo,2023-12-02,1,1,00:09:07,0,Hindi,350,,"scout,scout bgmi,scout crate opening,scout glacier,scout opening,scout funny,scout bgmi funny,bgmi,bgmi live",30154,1,329952,https://youtu.be/OhUT_n6oAk8?si=B-BCXruU1yasqN9O,,0,Game
10,0,0,0,1080p,"SOLO 8 KILLS IN SCRIMS 😱",Gaming,1,Shortvideo,2023-12-28,1,1,00:01:00,0,Hindi,82,,"#shorts #bgmi #gaming",10722,1,74010,https://youtube.com/shorts/GIs0Ge2JSnc?si=fFRVbt1H8GSYLtAp,,0,Game
11,0,0,0,1080p,"EPIC 1v5 In The End For WWCD | Solo 8 Kills In SCRIMS 😱",Gaming,1,Shortvideo,2023-12-25,1,1,00:00:32,0,Hindi,71,,"#shorts #bgmi #gaming",12177,1,91363,https://youtube.com/shorts/bwoeBMLMRGo?si=PPPTy_6qWeURuaqQ,,0,Game
12,0,0,0,1080p,"Reflex Check ✅ In SCRIMS | ",Gaming,1,Shortvideo,2023-12-24,1,1,00:00:28,0,Hindi,45,,"#shorts #bgmi #gaming",12177,1,8743,https://youtube.com/shorts/JqP5QAVSr3E?si=KLYFuExHOCrIJ9Zw,,0,Game
13,0,0,0,1080p,"EPIC Scrims Frags From Cars",Gaming,1,Shortvideo,2023-12-23,1,1,00:00:37,0,Hindi,55,,"#shorts #bgmi #gaming",11198,1,86442,https://youtube.com/shorts/OJa_tCV-NyM?si=ZwRK6ww0peu8aC9q,,0,Game
14,0,0,0,1080p,"Clutched 2 Squads Consecutively In SCRIMS",Gaming,1,Shortvideo,2023-12-22,1,1,00:00:44,0,Hindi,42,,"#shorts #bgmi #gaming",8345,1,62214,https://youtube.com/shorts/0mj6iDYv_a0?si=532HHtYEQdi45QHq,,0,Game
15,0,0,0,1080p,"DMR Action In SCRIMS",Gaming,1,Shortvideo,2023-12-19,1,1,00:00:33,0,Hindi,65,,"#shorts #bgmi #gaming",13659,1,114189,https://youtube.com/shorts/eDCKPCJg0R0?si=541JXlLHwvKZ51-v,,0,Game
16,0,0,0,1080p,"EPIC 1v2s & Vehicle Tracing In SCRIMS",Gaming,1,Shortvideo,2023-12-18,1,1,00:00:38,0,Hindi,63,,"#shorts #bgmi #gaming",11128,1,101162,https://youtube.com/shorts/ZYlB2OFdwp0?si=p166uJXXWFGPk8LK,,0,Game
17,0,0,0,1080p,"FANTASTIC DMR Action In SCRIMS",Gaming,1,Shortvideo,2023-12-15,1,1,00:00:40,0,Hindi,59,,"#shorts #bgmi #gaming",14029,1,116506,https://youtube.com/shorts/Fi2ZIP60f7Q?si=UyMGoSeawPne9UHg,,0,Game
18,0,0,0,1080p,"CRAZY 1v3 Clutch Lead To SOLO Chicken In SCRIMS",Gaming,1,Shortvideo,2023-12-14,1,1,00:00:38,0,Hindi,36,,"#shorts #bgmi #gaming",8799,1,57810,https://youtube.com/shorts/6ypJlOCLGAY?si=jSvNQG6nnlMQ_5r5,,0,Game
19,0,0,0,1080p,"SPRAY CHECK ✅| SCRIMS FRAGS",Gaming,1,Shortvideo,2023-12-07,1,1,00:00:27,0,Hindi,112,,"#shorts #bgmi #gaming",21525,1,251553,https://youtube.com/shorts/r_fy2iwbTII?si=OpKD1HvEdXMwJ3Eg,,0,Game
20,0,0,0,1080p,"Folly s Clasp SCAR-L CRATE OPENING |*BEST*|",Gaming,1,Shortvideo,2023-12-04,1,1,00:00:46,0,Hindi,38,,"#shorts #bgmi #gaming",19427,1,125017,https://youtube.com/shorts/T_jhzdaM-6I?si=eT-UOfdXi0-dTE5m,,0,Game
21,0,0,0,1080p,"LUCKIEST Crate Opening Of New X-Suit 😱",Gaming,1,Shortvideo,2023-12-03,1,1,00:01:00,0,Hindi,227,,"#shorts #bgmi #gaming",87378,1,611476,https://youtube.com/shorts/6iaeiojNZjE?si=j3o0IHSNRX3DtysN,,0,Game
22,0,0,0,1080p,"AWP Clutch, Last Kill Without Scope 😎",Gaming,1,Shortvideo,2023-12-01,1,1,00:00:25,0,Hindi,34,,"#shorts #bgmi #gaming",5050,1,35844,https://youtube.com/shorts/xsZMC1VO2ZE?si=fpz7TMebG3d04BMy,,0,Game
24,0,0,0,1440p,"DAY 6/75 | Action Packed BGMI Night With Scout",Gaming,1,Livestream,2024-01-02,1,1,04:27:52,0,Hindi,18,,"Bgmi,Scout,Pubg,Nostalgia",23820,1,283977,https://www.youtube.com/live/W2cjfnq8g-g?si=y8vnVYoyNaRJZvJu,,0,Game
25,0,0,0,1440p,"Day 4/75 | GETTING INTO NEW YEAR 🎉",Gaming,1,Livestream,2023-12-31,1,1,02:25:50,0,Hindi,87,,"Bgmi,Scout,Pubg,Nostalgia",20777,1,218400,https://www.youtube.com/live/ao8j17y4MvY?si=amLce4O6TbIcB6pY,,0,Game
26,0,0,0,1440p,"Day 3/75 | MISS NAHI HOGA EK BHI DIN",Gaming,1,Livestream,2023-12-30,1,1,02:02:03,0,Hindi,99,,"Bgmi,Scout,Pubg,Nostalgia",22598,1,222225,https://www.youtube.com/live/qnEhEXQutw4?si=n-dRfpAhfi9yZ9k0,,0,Game
27,0,0,0,1440p,"Day 2/75 | Cyberpunk 2077 w Scout | BGMI Done",Gaming,1,Livestream,2023-12-29,1,1,03:33:01,0,Hindi,38,,"Bgmi,Scout,Pubg,Nostalgia",24745,1,279236,https://www.youtube.com/live/wAdThr4EzHM?si=Y1gfA_sYH01o2-cj,,0,Game
28,0,0,0,1440p,"Day 1/75 | PLAYING CYBERPUNK | BGMI CRATE OPENING DONE | Scout Is Live",Gaming,1,Livestream,2023-12-28,1,1,03:07:36,0,Hindi,62,,"Bgmi,Scout,Pubg,Nostalgia",28458,1,310632,https://www.youtube.com/live/TY6kQQn9MGM?si=mst5p0OdYKXNsSqk,,0,Game
29,0,0,0,1440p,"100,000 UC Fiore X-Suit CRATE OPENING | BGMI UPDATE 2.9 w Scout",Gaming,1,Livestream,2023-12-01,1,1,03:36:29,0,Hindi,63,,"Bgmi,Scout,Pubg,Nostalgia",36158,1,432900,https://www.youtube.com/live/UsyF4u6NR-g?si=FvYwntJ7IT-UE6vL,PS5,1,Game
30,1,1,0,1440p,"PS5 GIVEAWAY w Scout",Gaming,1,Livestream,2023-12-14,1,1,00:50:57,0,Hindi,205,,"Bgmi,Scout,Pubg,Nostalgia",12145,1,105794,https://www.youtube.com/live/i3-fy_BkZ0E?si=07ns9aFWuWzgstkP,PS5,1,Game
31,0,0,0,1440p,"BGMI ULTIMATE TDM BATTLE NIGHT w SCOUT",Gaming,1,Livestream,2023-12-09,1,1,03:24:46,0,Hindi,188,,"Bgmi,Scout,Pubg,Nostalgia",36824,1,429721,https://www.youtube.com/live/jcvX_4gW8wc?si=d5qvH22QJcI0tQ6q,,0,Game
32,0,0,0,1440p,"CS2 w Scout | BGMI Customs & S8UL 5v5 VALORANT DONE",Gaming,1,Livestream,2023-12-03,1,1,04:06:57,0,Hindi,35,,"Bgmi,Scout,Pubg,Nostalgia",18973,1,259797,https://www.youtube.com/live/XUVsYYiY4kw?si=KXV8Ann_tyCyHClU,,0,Game
33,0,0,0,1440p,"CS 2 NIGHT w Scout | BGMI CUSTOMS DONE",Gaming,1,Livestream,2023-11-29,1,1,05:03:43,0,Hindi,36,,"Bgmi,Scout,Pubg,Nostalgia",23039,1,268972,https://www.youtube.com/live/XQHRMF7p70U?si=9dDUr1GMJ4PGQqtH,,0,Game
34,0,0,0,1440p,"E Football 24 Mobile | BGMI Done | Scout is Live",Gaming,1,Livestream,2023-11-21,1,1,03:52:46,0,Hindi,45,,"Bgmi,Scout,Pubg,Nostalgia",20249,1,213464,https://www.youtube.com/live/sC9kH5TQcI8?si=hUmqgg1NEoZ4FrSJ,,0,Game
35,0,0,0,1440p,"Late Night CS 2 | BGMI Done | Scout is Live",Gaming,1,Livestream,2023-11-14,1,1,05:22:02,0,Hindi,39,,"Bgmi,Scout,Pubg,Nostalgia",19386,1,240853,https://www.youtube.com/live/AFeGRRa6WRU?si=MCsqtPTIB2IGWBHC,,0,Game
36,0,0,0,1440p,"Fortnite | DECEIT 2 Done | PC Nights w Scout",Gaming,1,Livestream,2023-11-13,1,1,03:53:32,0,Hindi,26,,"Bgmi,Scout,Pubg,Nostalgia",11962,1,111998,https://www.youtube.com/live/fosJpkh4zps?si=q345KmPxU3NkOM9X,,0,Game
37,0,0,0,1440p,"FIFA 24 | Spider Man 2 & UFC 5 DONE | PS5 | Scout is Live",Gaming,1,Livestream,2023-11-08,1,1,04:35:38,0,Hindi,19,,"Bgmi,Scout,Pubg,Nostalgia",10795,1,109551,https://www.youtube.com/live/RKywlqlhEyY?si=gp-d_uhUaszITEpt,,0,Game
38,0,0,0,1440p,"net bt",Gaming,1,Livestream,2023-11-07,1,1,02:32:35,0,Hindi,36,,"Bgmi,Scout,Pubg,Nostalgia",10184,1,107675,https://www.youtube.com/live/cKOAGVsKffw?si=D4x0dpgeVRjjaA3F,,0,Game
39,0,0,0,1440p,"Baat-Cheet and BGMI | Scout is Live",Gaming,1,Livestream,2023-11-02,1,1,03:08:58,0,Hindi,52,,"Bgmi,Scout,Pubg,Nostalgia",23621,1,243072,https://www.youtube.com/live/4qDNajmeQfY?si=dFStJrUcRWfA8pFa,,0,Game
40,0,0,0,1080p,"21 Kills WWCD In SCRIMS 🔥",Gaming,1,Longvideo,2023-11-30,1,1,00:08:25,0,Hindi,343,,"Bgmi,Scout,Pubg,Nostalgia",22847,1,243072,https://youtu.be/8N-yC4EUM1s?si=-AmBzfl7ggpzx-a0,,0,Game
41,0,0,0,1080p,"EPIC 1v7 In The End Zone | Solo 9 Kills In Scrims",Gaming,1,Longvideo,2023-11-28,1,1,00:09:04,0,Hindi,539,,"Bgmi,Scout,Pubg,Nostalgia",28280,1,292784,https://youtu.be/TZh3XW9E9Jk?si=Mdzp2spHfoHupmyg,,0,Game
42,1,1,0,1080p,"MOYE MOYE In BGMI",Gaming,1,Longvideo,2023-11-25,1,1,00:10:10,0,Hindi,445,,"bgmi funnsuit free bgmi,bgmi x suit,scout controversy,bgmi scrims,scout bgmi live,scout banned,scout pubg ban,scout pubg live",21168,1,192853,https://youtu.be/BbXce_6J1ro?si=EVQLGcOHKpPP76x_,MamaEarth,1,Game
43,1,1,0,1080p,"Are you ready for the #CWC23 Final? | Ind vs Aus",Gaming,1,Longvideo,2023-11-18,1,1,00:09:46,0,Hindi,181,,"life uncut,scout techno gamerz,scout creators meet,YouTubers meet,youtubers meet 2022 vlog,scout valorant,scout valorant vlog,scout raja vlog,scout owais,scout mortal vlog,mortal vlog",7434,1,57165,https://youtu.be/NrVd93DCr1o?si=IGXMcuxIWY1c251R,"ICC Cricket Mobile Game",1,Game
44,1,1,0,1080p,"The Smartest and Powerful Gaming upgrade for you! Unboxing OMEN 16 and gaming review Too!","Tech review",1,Longvideo,2023-10-31,1,1,00:06:36,0,Hindi,127,,"scout,scoutop,scout live,scout bgmi,bgmi banned,scout bgmi banned,bgmi live,bgmi scrims,Pubg live,scout pubg,scout pmwi,pmwi,pmwi india,scout kitty",2734,1,122994,https://youtu.be/_gl0ROGfN24?si=VoLK8R1bbcNXTG5a,HP,1,"Tech Review"
45,0,0,0,1080p,"Trusting The Process - A Documentary By TeamXSpark",Vlog,1,Longvideo,2023-10-12,1,1,00:15:23,0,Hindi,1278,,"cout,scout bgmi,scout crate opening,scout glacier,scout opening,scout funny,scout bgmi funny,bgmi,bgmi live,scout pro gameplay,scout team soul,scout scrims",50104,1,341518,https://youtu.be/r2P5oslSNVE?si=LZX9m9uerUAeidWQ,,0,Vlog
46,0,0,0,1080p,"Exploring The Great Madrid",Vlog,1,Longvideo,2023-10-07,1,1,00:19:51,0,Hindi,636,,"scout creators meet,YouTubers meet,youtubers meet 2022 vlog,scout valorant,scout valorant vlog,scout raja vlog,scout owais,scout mortal vlog,mortal vlog",27079,1,231986,https://youtu.be/NaqkkmHQ-uI?si=VsOYymm2fASJN9M0,,0,Vlog
47,0,0,0,1080p,"He Challenged Me For A JORDAN 😱😱",Gaming,1,Longvideo,2023-10-03,1,1,00:12:35,0,Hindi,310,,"x suit free bgmi,bgmi x suit,scout controversy,bgmi scrims,scout bgmi live,scout banned,scout pubg ban,scout pubg live",34379,1,331853,https://youtu.be/jt1OmTL714I?si=Zeme8hlUciNkhf2j,,0,Game
48,0,0,0,1080p,"50,000 UC Tidal Embrace M416 Opening & Epic Conqueror Lobby Games",Gaming,1,Longvideo,2023-10-01,1,1,00:12:05,0,Hindi,238,,"x suit free bgmi,bgmi x suit,scout controversy,bgmi scrims,scout bgmi live,scout banned,scout pubg ban,scout pubg live",19993,1,163057,https://youtu.be/r7yGpN4jVwA?si=qaNXb2-zIGYuDeuO,,0,Game
49,0,0,0,1080p,"EPIC 1v5 In SCRIMS 🥵| #shorts #bgmi #gaming",Gaming,1,Shortvideo,2023-11-27,1,1,00:00:42,0,Hindi,87,,"#shorts #bgmi #gaming",14951,1,135767,https://youtube.com/shorts/bwGrhRb4N88?si=CdC44ssOtcpYccH5,,0,Game
50,0,0,0,1080p,"1v2s In SCRIMS",Gaming,1,Shortvideo,2023-11-22,1,1,00:00:23,0,Hindi,32,,"#shorts #bgmi #gaming",7806,1,56397,https://youtube.com/shorts/e7EfDziV6ms?si=v__On_MVlT7gzdC5,,0,Game
51,0,0,0,1080p,"Cleansing Mode ON ",Gaming,1,Shortvideo,2023-11-17,1,1,00:00:26,0,Hindi,66,,"#shorts #bgmi #gaming",12709,1,98408,https://youtube.com/shorts/xANdIcNf8EI?si=zSkHXNs80OFUxukV,,0,Game
52,0,0,0,1080p,"Kishto Me Aaye, Kishto Me Gaye ",Gaming,1,Shortvideo,2023-11-16,1,1,00:00:18,0,Hindi,44,,"#shorts #bgmi #gaming",9228,1,69816,https://youtube.com/shorts/Jt5Lghb1mSg?si=GdsxyPVBsBQknx73,,0,Game
53,0,0,0,1080p,"King Kohli Forever 👑 |#DostsLive #WorldCupOnStar@starsports @YouTubeCreatorsIndia @madinfluence2070",Vlog,1,Shortvideo,2023-11-08,1,1,00:01:00,0,Hindi,119,"@YouTubeCreatorsIndia @madinfluence2070","#shorts #bgmi #gaming",58001,1,482148,https://youtube.com/shorts/OVqyQcFdjaU?si=_j8XK1Eq9fvXzzvA,,0,Vlog
54,0,0,0,1080p,"Kya Ho Rha Hai Bhai Ye 😡|",Gaming,1,Shortvideo,2023-11-04,1,1,00:00:26,0,Hindi,86,,"#shorts #bgmi #gaming",17254,1,124073,https://youtube.com/shorts/k6VgXP6C0OI?si=UAUToOOlyOrckh2_,,0,Game
55,0,0,0,1440p,"Who Can Survive the "Halloween Hunt"?",Gaming,1,Livestream,2023-10-31,1,1,01:29:38,0,Hindi,138,,"#Bgmi #scout #Pubg #Nostalgia",6994,1,58716,https://www.youtube.com/live/9mujFHOBroE?si=WsHcGhpiUJbHp8Dk,,0,Game
56,0,0,0,1440p,"Scrims with The Boys | Scout is Live w BGMI",Gaming,1,Livestream,2023-10-19,1,1,03:15:28,0,Hindi,70,,"#Bgmi #scout #Pubg #Nostalgia",22863,1,281339,https://www.youtube.com/live/-8nVlGKbdxM?si=o2wgS4LTPURupl_W,,0,Game
57,1,1,0,1440p,"From In Game Qualifiers To Top 3 In India | OnePlus Nord 3 5G",Gaming,1,Livestream,2023-10-18,1,1,02:25:13,0,Hindi,73,,"#SCOUT #FeelTheSpark #BGMI",29249,1,275796,https://www.youtube.com/live/70mww3cUcbs?si=A0GmnOnpf2lVIYS8,Oneplus,1,Game
58,0,0,0,1440p,"Party Animals with S8UL | BGMI DONE | Scout Is Live",Gaming,1,Livestream,2023-10-04,1,1,03:53:18,0,Hindi,29,,"#SCOUT #FeelTheSpark #BGMI",23846,1,281651,https://www.youtube.com/live/2mAOQ9PgINk?si=Wfeb5pVC04gnF79o,,0,Game
59,0,0,0,1440p,Reminder.,Gaming,1,Livestream,2023-10-02,1,1,02:13:52,0,Hindi,264,,"#SCOUT #FeelTheSpark #BGMI",82786,1,575805,https://www.youtube.com/live/zUNNmz7Y3hg?si=MqPsRe_0AAOcpv5k,,0,Game
60,0,0,0,1440p,"BGMI + PARTY ANIMALS + COUNTER STRIKE 2 | #1 QUALIFIED FOR SEMIS | Scout is Live.",Gaming,1,Livestream,2023-10-01,1,1,05:05:32,0,Hindi,51,,"#SCOUT #FeelTheSpark #BGMI",30915,1,354471,https://www.youtube.com/live/8n4WK9HXvQk?si=pMYE34-kTKHvQK1P,,0,Game
